ID,Name,Glottocode
Achagua,Achagua,acha1250
Baniva,Baniva,guar1293
Baniwa,Baniwa,bani1255
Bare,Baré,bare1276
Kabiyari,Kabiyari,cabi1241
Piapoco,Piapoco,piap1246
Resigaro,Resigaro,resi1247
Tariana,Tariana,tari1256
Warekena,Warekena,ware1255
Yukuna,Yukuna,yucu1253
